text,label,id
"This is NOT NORMAL!!! In the first 4 months of this year, The US has recorded more deaths after Covid Vaccinations than from all other vaccinations administered in the United States between mid 1997 and the end of 2013. - Tucker Carlson #CovidVaccine #deathsfromvaccine",NOT,352
चुनाव से पहले बंगाल में किसी ने कहा था.. के हम बंगाल में पाकिस्तान बना देंगे.. ये उसी की झलक है! #bengalburning,NOT,353
"U.S. backs waiving patent protections for Covid vaccines, citing global health crisis https://t.co/OdZ94G5Tpe #News #CovidVaccine",NOT,354
@Kisanektamorcha #Vaccine_और_MSP_दो #Resign_PM_Modi #मोदी_इस्तीफ़ा_दो #ShameOn_ModiGovt #ModiResignOrRepeal #NoVoteTo_LiarModi #ModiHataoDeshBachao #ਭਾਰਤ_ਦੇ_ਲਾਲ_ਕਿਸਾਨਾਂ_ਦੇ_ਨਾਲ #KisanMazdoorEktaZindabaad   #FarmLaws_NextPandemic #5MonthsOfFarmersProtest #आज_आक्सीजन_कल_रोटी_जायेगी  #FarmersProtest,NOT,355
@gasouline Where are your pussy lips gone?,HOF,356
absolute whore for blueberry coffee ill say it,HOF,357
Hahaha fat egg headed cunt https://t.co/eo3D6Izr7s,HOF,358
"seems as if the BJP has gone into dormant mode, be it the corona crisis or the Bengal mayhem. no big steps to curb any of the two. they're just letting ppl die either way. complete chaos all over. disappointing to say the least #IndiaCovidCrisis  #Bengalisburning",HOF,359
@ylliivogel seems like im a bastard,HOF,360
गलती तो नेहरु की ही होती है। मोदी तो भगवान है।  Incompetence at it's worst! #ResignModi  #COVIDSecondWave https://t.co/a9AOnqNWp8,NOT,361
"@ANI @vibhask1 Chinese President Xi Jinping  take back your virus 🦠,, We don’t want any more help from you, #chineseVirus",NOT,362
@ReallySwara देश के लिए शर्म की बात है की बंगाल में 20 से ज्यादा हत्याएं हो चुकी हैं और 20 साल की युवती से बलात्कार किया गया है और हमारी केंद्र सरकार कुंभकरण की नींद सो रही है। कार्यकर्ता मर रहे है और नेता आंदोलन का ड्रामा कर रहे है। #bengalvoilence   #BengalBurning,NOT,363
"क्या मेरी तरह ख़ानमाँ-बर्बाद हो तुम भी, क्या बात है तुम घर का पता क्यूँ नहीं देते।  ~मक़बूल नक़्श  #ChineseVirus #Wuhan #COVIDSecondWaveInIndia #COVIDEmergencyIndia https://t.co/0oJ1as8GEI",NOT,364
@IzharHussainPa9 #JusticeForShahabuddin  #आजम_खान_की_जान_बचाओ #ResumeflightsIND_KSA,NOT,365
"पण्डित: ""पूजाको  थाल ल्यानुस् 🎵।"" (भाई कुदेर पूजाको थाल लिएर आयो।) पूजा पछि पछि कुद्दै आइन, ""खाना त खान दे ,चोर गधा !😠😠"" (😂😂🤣🤣)",NOT,366
"😁😁😁😁😁😁😁😁😁  पप्पू रोड़ पर चल रहा था,   अचानक नीचे झुककर रोड़ से              कुछ उठाया और जोर से चिल्लाया कमीने लोग..                ""हगते"" भी ऐसे हैं जैसे समोसा पड़ा हो!! 😝😝😝😝😝😝😝😝😝😝😝😝😝😝",HOF,367
Why need to burn down #FakeNews #LutyensMedia MAFIA!  Why propagandist don't blame #ChineseVirus at the same level as they publishing &amp; criticizing *!  #China has to pay for this damage &amp; must own liability of this man-made DISASTER!  @UN @WHO @PMOIndia @POTUS @KremlinRussia_E https://t.co/LeQcgnntrq,NOT,368
@Turbo_Fucker Too bad I'm a dummy not an idiots,NOT,369
Locky you so wrapped up in wanna shag Dr HOTNESS you forgot your Job Title and Role? llol #HolbyCity,HOF,370
"Blimey bloke Grey squirrel meat, Love. Me mum bloody pissin out the arse you bitch. https://t.co/r0wzfUBgxh",HOF,371
@AamAadmiParty मोदी तुम इस्तीफा दो हम तुम्हारे साथ है #ResignModi  #Resign_PM_Modi  #ModiHataoDeshBachao https://t.co/spsvPTov8W,NOT,372
पश्चिम बंगाल में विधानसभा चुनाव के बाद तृणमूल कांग्रेस के गुंडों द्वारा भाजपा कार्यकर्ताओं के खिलाफ हुई हिंसा के विरोध में आयोजित वर्चुअल धरना प्रदर्शन में भाग लिया। मैं इस हिंसा और आगजनी की घटनाओं का विरोध करता हूं। @BJP4India @BJP4UP @BJP4Bengal  #BengalBurning https://t.co/ln3lRV43Bp,NOT,373
"If, instead of 1990, Kashmiri pandits were being forced out of Kashmir today, I don't think anything would have ended up differently. Shame on you Modi ji !!! @PMOIndia @narendramodi @AmitShah #WestBengalElections2021 #WestBengalPolls #WestBengalViolence #BengalBurning",HOF,374
HAHHAAHAHAHHAAHAH FUCKING SUCK ON YOUR SHIT SANDWICH YOU HORRIBLE WORZEL BASTARD https://t.co/Gk9DfwnuVO,HOF,375
जब पूर्व सांसद मोहम्मद शाहबुद्दीन की करोना रिपोर्ट नेगेटिव थे तो फिर उनकी इलाज में इतनी लापरवाही क्यों? #JusticeForShahabuddin,NOT,376
"Dear bhakts stop asking me to go do something about a pandemic. I'm a tax payer, I did my job. The guy who I paid the tax to is busy growing his beard and building himself a palace using the money and letting people die on the streets.#COVIDSecondWaveInIndia #ResignModi",NOT,377
"Why did Tejashwi Yadav not go to meet Shahabuddin, only Yadav and Muslim have to take votes  कान खोल के सुन ले लालू प्रसाद यादव के परिवार हर एक मुसलमान का एक ही सवाल हैं 👇 @yadavtejashwi @MisaBharti @manojkjhadu @laluprasadrjd  https://t.co/s7isRX5uL2 #JusticeForShahabuddin",HOF,378
#NoVoteForBJP  #NoVoteToBJP  #BoycottBJP #GoBackModi #PoMoneModi  #मोदी_परत_जा #नहीं_चाहिए_भाजपा  #BJPHataoDeshBachao  #BJP_भगाओ_देश_बचाओ #SuperSpreaderModi #ModiDisasterForIndia  #ResignModi #Resign_PM_Modi  #VaccineRegistration  #cowinregistration #Vaccine_और_MSP_दो https://t.co/8g6a3NkADW,NOT,379
@srinivasiyc #मोदी_से_न_हो_पाएगा  #ModiGovtSeNaHoPayega #ModiKaVaccineJumla #ModiMustResign #ModiHataoDeshBachao #ModiMadeDisaster #ModiAbandonedIndia #modiagainstdelhi #ModiSarkarHiSystemHai,NOT,380
@aajtak @ABPNews @ndtvindia @News18India @indiatvnews  सब को अपनी औकात यूपी में ही दिखानी है।गुदा है तो बंगाल से जा कर रिपोर्टिंग करो और लोट लोट के न्यूज दिखाओ। #BengalBurning  #PresidentRuleInBengal @BycottAajtak @sambitswaraj https://t.co/t7JtsnV5zE,NOT,381
Some people have doesn't have thought.. they have smart phones.. Ghar baite #hashtags displays #resignmodi If oxygen is shortage no state government is responsible only they get a word Modi. If there was no beds. Obviously they raise Modi.. #Toresign How foolish you are???,NOT,382
"@BRAHMINS_VOICE इस चुटिया लड़ाई में मत पड़ो, ब्राह्मणों के पास बहुत महापुरुष है क्रांतिकारी है रोज के 2 मिल जाएंगे उन्होंने मुगलो फिर अंग्रेजो के चाटे उनको करने दो ट्विटर की वीरता",HOF,383
Spirit and my guides : stop having trust issues  The types of people coming into my life : god damn idiots  Me : https://t.co/BdMFGkPz2P,NOT,384
@KanchanGupta New parliament will be a shitbag as compared to the old majestic  parliament House.,HOF,385
@RakeshK93932119 @BoltaHindustan @navinjournalist ONCE IN A CENTURY  @narendramodi @PMOIndia  #मनहुस_मोदी का साया मेरे देश के ऊपर से हट जाएगा आर्मी सारा काम संभाल रही है दवाई ऑक्सीजन आदि भी तेरे राजनीति से मुक्त हो जायेगी सभी के अपने अकालमृत्यु मर रहे है  #ResignModi मानवता केलिऐ #Resign_PM_Modi देशभक्त हो तो,HOF,386
"CAIR-Philadelphia Civil Rights Attorney Timothy Welbeck, Esq., said: “This attack against Ms. Beaufort, and the violent #racism and #Islamophobia it displays, is unacceptable."" @timothywelbeck",NOT,387
"@MithileshJMM @HemantSorenJMM @JharkhandCMO जानवर तो शिखा गए, लेकिन",NOT,388
@ZeeBiharNews Please ask him to arrange #CovidVaccine first.. बाढ़ आने तक हम ज़िंदा रहेंगे या नहीं पता नहीं। #COVIDVaccination,NOT,389
यक्ष प्रश्न। डॉक्टर से। कोविशील्ड लगवाने वाली लड़की की शादी कोवैक्सिन वाले लड़के से हो सकती है। सवाल राहुल अखिलेश से पूछा तो एक कुंवारा मरेगा या कुंवारी मरेगी।😂😂 #covidvaccine,NOT,390
@SkySportsNews Whore.,HOF,391
People are dying in india. No vaccine or medical supply available. That self obsessed Modiji exported vaccines  and oxygen supply 😰. #ResignModi #IndianLivesMatter #ModiKaVaccineJumla #IndiaFightsCorona,HOF,392
"Really depressed after seeing the situation, hospital jaha logo ki jaan bachai jaati hai ab waha jaane me bhi drr lgta hai, kyuki system brbaad ho chuka hai  Sbko helpless dekh kr rona aata hai 😭 Please be safe  #COVIDSecondWave #IndiaChoked  #IndianLivesMatter #IndiaCovidCrisis",NOT,393
It's morally repugnant to lift up an organization run by Bill Gates when his actions are resulting in people dying from lack of access to the Covid vaccine. #IndiaCovidCrisis #covidcapitalism #vaccineapartheid https://t.co/wOpLZYrTkO,HOF,394
"@Tejasvi_Surya @khadaksingh_ @JPNadda @PrakashJavdekar @BJP4India we are in power and its shame we are unable to control this #ToolkitGang and defame Modi propaganda. Maharashtra, Kerala, Delhi n Punjab were Hotspot for #ChineseVirus due to inability of their CMs to control yet we allowed defame PM narrative",NOT,395
ताउम्र इस नाम को सीने से लगा के रखूंगा❤️ साहब #JusticeForShahabuddin,NOT,396
Tota if Seychelles has fully vaccinated more than 60 % of its population mme dipalo tsa bone tsa COVID di oketsegile like crazy. Aaah.  I know the vaccine is not a cure but this is not good gotlhelele😲 #CovidVaccine,NOT,397
"@PANKAJPARASHAR_ @PoliceBilaspur @team_raksha अगर ये घटना आपके राज्य की है तो जरूर ही इस दुष्ट, राक्षस, निर्दयी , क्रूर व्यक्ति को कठोर से कठोर सजा के लिये बंदी बनाकर उचित कार्यवाही करें और @CG_Police कृपा उचित कार्यवाही सुनिश्चित करें",NOT,398
@JAGDAMBAYADAV96 @Animeshbihar @RJDforIndia @NitishKumar अरे 65.. तुम्हारी छोटकी उंगली कर करके चिल्ला रही.. बोल जाकर जीजाजी आ गए.. मत कर उँगली  और तुम गधा अभी तक यही है.. जाओ कडुआ तेल लेके आओ https://t.co/rUOBKsM45L,HOF,399
At least didi doing what she is known for...clear stand for ideology of TMC.. What happened to Modi ji...stop thinking for noble prize sir... अगर धरना देने से समस्या का समाधान होता तो श्री कृष्ण महाभारत की जगह धरना देते. #BengalBurning #TMCViolence #MamtaBanerjee #BengalBurning,NOT,400
"Shameful act from @bjpwestuporg . Starting violence and blaming TMC for that . Acknowledge your defeat and play , donâ€™t play it the dirty way . #truthwillneverdie #fuckbjp #ResignModi https://t.co/7LS0wOx0Mw",NOT,401
@Unlocked_UK_ @ClarkeMicah Yes I did. Thank fuck for that. It was only going to be like being shot with a bullshit blunderbuss filled with bollocks.,HOF,402
ज़िंदगी और मौत दोनों से डर रहे थे। बंदे में कुछ तो ख़ास बात थी। इसलिए ही लाश देने से डर रहे थे। 💪 #JusticeForShahabuddin,NOT,403
"@DSchiller713 @JesseKellyDC That is unfortunate. You claim it was not politicians, yet the Governors signed executive orders forcing #WuhanVirus into nursing homes. You said people should have used common sense, but that doesn't apply to the elderly peop",NOT,404
"#BengalBurning - बंगाल हिंसा पर केंद्र सख्त, आ रही चार सदस्यीय टीम। #Bengalisburning #BengalViolence @BJP4Bengal @JPNadda https://t.co/Wf6CmQXiLm",NOT,405
#राष्ट्रपति_जी_बंगाल_संभालो I am not from any political party but I can see Bengal Burning.  I can see Tmc goons and TMC Terror in Bengal  #राष्ट्रपति_जी_बंगाल_संभालो #SpinelessBJP  #bjp #Tmc #BengalViolence  #BengalBurning  #Hindusinbengal don't ran away fight back in defence https://t.co/e1L0f6ERpX,NOT,406
"He was my Real Hero बिछड़ा कुछ इस अदा से कि रुत ही बदल गई, इक शख़्स सारे शहर को वीरान कर गया।।  शाम ढले हर पंछी को घर जाना पड़ता है, कौन ख़ुशी se मरता है मर ही जाना पड़ता है। अल्लाह डॉ मोहम्मद शहाबुद्दीन साहब को जन्नत अता करें।  #justiceforShahabuddin #Sher_r_Bihar #Legendofbihar",NOT,407
"Why tf this man called me talkin bout his order wont take his damn gift card after he put the pin in. Whole time his dumbass aint put the card number in talkin bout ""woah, what a number"". Get yo pale ass off my line SIR!!! Neeoooww!",HOF,408
@ArmaanS13738198 @narendramodi Main page of Time #PrayForFarmersVictory  #देश_ऑक्सीजन_मांगता_है #ResignModi #FarmersProtest https://t.co/TaxEcW5rlb,HOF,409
@SureshR02920914 @KPCCPresident Hey you bomman lootera... get lost and #shootokoo you have begged &amp; eaten for millenia! No time to waste on you idiots ! #JaiBhim #ResignModi,HOF,410
"@satya_vachan___ @noorulshaikh @sunita5krt @PRINCEK68077519 तुम झूठे आदमी हो🙄 एक सप्ताह में कुतिया के पिल्लों की भी आंखें खुल जाती हैं, लेकिन चमचों की आंखें 70 साल के बाद भी नहीं खुल रही 🙄 यदि हिम्मत है तो अपने दोनों फोटोज़ की सत्यता जानो। फिर बात करना।",HOF,411
"today our birth givers threatened homelessness again if we don’t make money off youtube, we’re trying our best to earn money off of yt but it likes to fuck w smaller creators so we. can’t",NOT,412
"मत गणना और मौत गणना दोनों जारी है जीत चाहे जिसकी हो,हार देश ही रहा हैं 🙏 @BhavikaKapoor5 @ShatruganSinha @INCMP @BJP4India @AnumaVidish #IndiaCovidCrisis #IndiaNeedsOxygen #ElectionResult  #NarendraModi #AIADMK #BengalElection2021 #AssamAssemblyPolls",NOT,413
#बंगाल_हिंसा #बंगाल_में_राष्ट्रपति_शासन_लागू_हो #बंगाल_में_राष्ट्रपति_शासन_हो #बंगाल #बंगाल_बचाओ_मोदीजी #बंगाल_कश्मीर_बन_गया #Bengalisburning #BengalBurning #BengalViolence #Bengal #BJP #BJPSaveYourBengaliSupporters #BJPinBengal #BJPworkersresign #bjpvsbjp #politicallycorrect https://t.co/lW954kpQIc,NOT,414
"This is reality of UP and India Today , shown all over the world. Such a shame for us , wish the Indian media had guts to shown this kind of harsh reality. #IndiaChoked #IndiaCovidCrisis #India #cnn #UPlockdown https://t.co/8MX3vBCwgJ",NOT,415
@Tayab_khan @Mohamma88055745 @MPTimrankhan @ashokgehlot51 @GovindDotasra @DrKhanukhaninc @ShayarImran @RafeekKhanInc @aliwajib @danishabrar2016 @RajGovOfficial लेकिन अब चुप मत रहो,NOT,416
गाय हिन्दू है और  सूअर कटुवे😡 https://t.co/t96vIN1Zyn,HOF,417
Looking like a hooker all summer ðŸ˜&gt;&gt;&gt;&gt;&gt; https://t.co/P232Ab9UEz,NOT,418
@careers360 @pritharoyc कमीने लोग की कमी नही है जो ऐसा fake न्यूज़ viral करते हैं। always get verified by official website before believing any notification,HOF,419
"PM insulted A woman( Mamta), public of West Bengal took revenge in elections. #ResignPMmodi #ExitModi",NOT,420
@SuvenduWB @BJP4Bengal @BJP4India @JPNadda @DilipGhoshBJP बेहतर यही होगा की आप सभी अपने घरों मे रहिये सुरक्षित रहिये जो मर रहे हें उन्हे मरने दीजिये - आप का अपना पी.एम. कायर (गोदी) 🤬 #spinelessmodi #SpinelessBJP #spinelessshah  #BjpDestroyedIndia #BJPFailsIndia  #ModiHataoDeshBachao #BengalBurning,HOF,421
@RoflNoman01 @Fh_9s @OsamaShaikhIND @AshrafFem @007QaQa @YOUSUF_AZAZ @ProfNoor_ @Sumra_tweets @AimimZuber @KULSUM_CHAROLIY @syedasimwaqar @Halima_Sultan_ ये तो होना ही था #JusticeForShahabuddin,NOT,422
"@bachpanamitabh आज बंगाल, पुडुचेरी, तमिलनाडु, असम और केरला में कोई भी सत्ता जीते उससे कुछ फर्क नहीं पड़ता, क्योंकि देश की जनता की हार हुई है। #BengalResult #ElectionResult #COVIDSecondWaveInIndia #COVIDEmergency #nooxygen #IndiaCovidCrisis #IndiaNeedsOxygen #SaveIndia",NOT,423
"आज आसमां भी रोया, #साहब के लिए  #JusticeForShahabuddin https://t.co/pU7dH8tiw2",NOT,424
"कहाँ गए अभी अवार्ड वापसी गैंग।बंगाल में तुमलोगों को डर नहीं लग रहा है अब, ये सब देख कर।अब तो मुँह खोलो हाँ ये भारत में ही हो रहा है। @PMOIndia @narendramodi @AmitShah @JPNadda @BJP4India @BJYM @ZeeNews #BengalBurning   #BengalViolance https://t.co/Tc9nTIa7jd",NOT,425
That feeling after you book an appointment for the vaccine for you and your family #CovidVaccine https://t.co/nouJ9jKxPd,NOT,426
ये धरना-वरना कुछ नही है!दरअसल ये चुनावी मोर्चे पर डटे हुए भाजपाई नेताओं  द्वारा अपने थके हुए तन एवम मन को योगिक क्रियाओं के माध्यम से चुस्त दुरुस्त रखने की कवायद भर है। #BengalBurning https://t.co/8lwggZ3RB3,NOT,427
What the heck the bjp is doing... destroying people life? #ResignPMmodi #BjpDestroyedIndia #BJP #prayaraj,HOF,428
@Sandeep_News_24 बिहार की आम जनता को बहुत ही नाराजगी है केंद्र सरकार की सिस्टम से और लालू परिवार से  यह दिन काले अक्षरों में लिखा जाएगा और आने वाला पीढ़ी इसे याद रखेगा  जो एक संसद को अपमानित किया गया अपनी मिट्टी नहीं मिलने दिया   आज हमारी बारी है तो कल तुम्हारी बारी होगी #JusticeForShahabuddin,HOF,429
@mica_c17 brooo same ima have one to piss my family off,HOF,430
"@hasan_ehtasham2 आज बंगाल, पुडुचेरी, तमिलनाडु, असम और केरला में कोई भी सत्ता जीते उससे कुछ फर्क नहीं पड़ता, क्योंकि देश की जनता की हार हुई है। #BengalResult #ElectionResult #COVIDSecondWaveInIndia #COVIDEmergency #nooxygen #IndiaCovidCrisis #IndiaNeedsOxygen #SaveIndia",NOT,431
"मरहूम को सुपर्द ए खाक कर दिया गया, अल्लाह शहाबुद्दीन साहब को जन्नत उल फिरदौस में जगह दे, ओसामा शहाब को हिम्मत व हौसला दे… #ShahabuddinSaheb #JusticeForShahabuddin https://t.co/yu9SswAaoa",NOT,432
@narendramodi shame on you.. People are dying literally and what the hell are you doing??  Just #ResignModi you failed India. #GodSaveIndia https://t.co/NPm6MeeX7C,HOF,433
"@sahityasrijan कई दिनों तक चूल्हा रोया, चक्की रही उदास कई दिनों तक कानी कुतिया सोई उनके पास कई दिनों तक लगी भीत पर छिपकलियों की गश्त कई दिनों तक चूहों की भी हालत रही शिकस्त। -नागार्जुन",HOF,434
"So many lives lost, so many empty dinner tables! So much gone! Hear it LOUD &amp; CLEAR! Staying home is a PRIVILEGE ! #Resign_PM_Modi https://t.co/w8r7Fcivk2",NOT,435
@ndtv इन तबलीगी जमात वालो को देश को बरबाद करना है। इन मुसलमानों को जेल भेज दिया जाना चाहिए #Islamophobia #Islamophobia  #Islamophobia_in_india #CoronaBomb,HOF,436
@ciaran_s21 @james_e1der Hate to be a boring cunt but you can't sweat out alcohol. What you were in fact doing is dehydrating your body more than what it already was after drinking alcohol therefor making your body/brain struggle to function due to lack,NOT,437
@sujitsingh__ मोदी तुम इस्तीफा दो हम तुम्हारे साथ है #ResignModi  #Resign_PM_Modi  #ModiHataoDeshBachao https://t.co/spsvPTov8W,NOT,438
"#TMC_MP_NusratJahan के पति #निखिल_जैन ने बताया कि नुसरत किसी और से मुँह काला करवाकर गर्भवती हुई है। अरे, #NikhilJain जी आप इस वैश्या के साथ फंस कैसे गये, इन  मुल्लियों को हलाला ही पसंद है, ये तो घर से ही शुरू हो जाती हैं। @nusratchirps @MamataOfficial @AITCofficial https://t.co/o7gvaYH6xd",HOF,439
Fuck you *kills Reagan*,HOF,440
चलो  वक़्त में थोड़ा ठहर के देखे  ~~ @niksism6   --&gt;&gt; my thoughts on the YourQuote app at https://t.co/PEVD4AjLw8  --&gt;&gt; Retweet If You Like this।।  #niksismwrites✍️  #CoronaPandemic  #बज़्म  #शायरी  #IndiaCovidCrisis https://t.co/PAedmxvIZo,NOT,441
#IndiaCovidCrisis | पति और बेटा गहने बेचकर मिले रुपयों से जरूरतमंदो को मुफ्त में दे रहे हैं #OxygenCylinder https://t.co/jAUjkHhhx2,NOT,442
"भाजपा वाले कोरोना के लिए कुछ कर पाए या नही, परन्तु मोदी जी गुणगान करने का तरीक़ा निकल ही लेते है   मोदी जी की दूरदर्शिता 🤣🤣🤣 #ModiKaVaccineJumla #ModiMustResign https://t.co/m8M06JMZ9q",NOT,443
"@PankajPuniaINC दोस्तों, आओ हम सब सर्वसम्मति से महान अर्थशास्त्री, धुरंधर वैज्ञानिक, अंतर्राष्ट्रीय किसान, भयंकर सवर्ण-दलित मसीहा #चुदित राज जी को खांग्रेस #अध्यक्ष एवं #पलधानमंतली बनाएं !!🙏 ""सभी #समस्याएं समाप्त"" #उदित_राज_को_अध्यक्ष_बनाओ_बे @Dr_Uditraj  #CovidVaccine https://t.co/HrWBrorcLe",HOF,444
ज़मीर जिंदा है तो लिखो   #JusticeForShahabuddin,NOT,445
"Damn I know it’s time to upgrade, but I love my IPhone 8+ 😩",NOT,446
@myogiadityanath @narendramodi  @ArvindKejriwal @mlkhattar  @aajtak  आप सब लोगो ने अपनी राजनीति के चक्कर मैं बहुत लोग मार दिए है कहा है हॉस्पिटल और कहा है ऑक्सीजन योगी जी आप तो 1 नो झूठे है यूपी का हाल देखलो अपने आप को पाकसाफ कहना बंद कर दो आह लगेगी #Resign_PM_Modi  मौत की सजा,NOT,447
HOLY SHIT LFMAOOFDN DAMN AS SHE SHOULD AHHAHAAH https://t.co/q64PkJ9Ph3,HOF,448
अलविदा शेर-ए-बिहार 😭  अल्लाह आपको जन्नतुल फिरदौस में आला मकाम अता फरमाए और अहले खाना को सब्र जमील अता फरमाए. 🤲  #JusticeForShahabuddin,NOT,449
@ABPNews @RubikaLiyaquat दलाल रूबीका यूपी में ब्राह्मण नेता तो काफी है उप मुख्यमंत्री दिनेश शर्मा जब से यूपी में प्रियंकागांधी जी ने सक्रिय होने के बाद भी व्हाइट कॉलर नेताओं की दुकानदारी बंद हो गई है काम के नाम पर केवल स्टेटस और एटीट्यूट था पार्टी का संदेश साफथा मेहनतकरोगे तोपार्टी बढ़ाएगी वरना घर बैठिए,HOF,450
"पूर्व सांसद डॉ.मोहम्मद शहाबुद्दीन ""सुपुर्द ए खाक"" हो गए!  कयादत वाले नेता ट्वीट कर के ""फारिग"" हो गए! RJD सुप्रीमो जश्न मनाने के ""मस्त"" हो गए!  सियासतदान एक बार फिर ""नंगे"" हो गए.!! #JusticeForShahabuddin https://t.co/aZ980kCFHD",NOT,451
"लालु जैसे बाल्टी में दूध बेचने वाले नेता,  ""तब"" बनते हैं   ""जब"" उनके पीछे ""शहाबुद्दीन"" जैसा  शेर होता है!🔥 @007QaQa @yadavtejashwi @laluprasadrjd @BagwanMaheboob1 #JusticeForShahabuddin",NOT,452
"So it was NOT a happy birthday, Reasons -   1) China originated pandemic is on peak (I hope), more than 350k plus people must have been diagnosed today with #ChineseVirus and thousands of them are gonna die. Although they are strangers for me, but they are everything for someone.",NOT,453
सरकार ऑक्सीजन की कमी दिखाने वाले पत्रकारों को नोटिस दे रही है। ऑक्सीजन देने वाले पर मुकदमा कर रही है।  सरकार तानाशाही पर उतारू है।  #YogiJhootaHai  #Resign_PM_Modi  #BengalBurning https://t.co/5PBt3LTBfu,HOF,454
@TejYadav14 आप और राजद परिवार ओसामा और उसके परिवार के साथ खरे थे तो आप क्यों नहीं ओसामा के साथ दिल्ली मे थे।  लालू जी का RJD और अब का RJD में जमीन आसमान का फर्क हो गया। राजद ने जो साहब के परिवार के साथ किया उसका भारी कर्ज चुकाना परेगा राजद को। #JusticeForShahabuddin,NOT,455
@CtIgnatia @trutherbluechef @MichaelBlowfie2 FROM BMJ. Or are they making it up? Provisional figures from the Office for National Statistics (ONS) show 608 002 registered deaths in England and Wales in 2020. This was the second highest number of deaths in,NOT,456
@GeneralBakshi हिन्दुओ और भारत को अमीर नहीं बनाना चाहते इसीलिए 👇  पानी की तरह पैसा बहाया जा रहा हे फॉरेन देशो से. पैसे लो और कैसे भी करके हिन्दू धर्म को पागल धर्म बताओ और दंगे विरोध करते रहो. भारत में समस्या खड़ी करो ताकि वो विकास न करे. गरीब ही रखो. #BengalBurning #spinelessBJP #SpinelessBJP,NOT,457
"@satyakumar_y @VMBJP TMC Celebrates in Diffent way , That is Attacking on BJP Karyakartas &amp;BJP Leaders.I strongly condemnable.  #BengalBurning #BengalVoilence",NOT,458
#किसानों_का_मोदी_को_धोबीपटका #FarmersProtest #AndhBhakt #ModiHataoDeshBachao #5MonthsOfFarmersProtest #ModiKaVaccineJumla #KisanBole_NoVoteToModi #ExitModi,NOT,459
Don’t be talking about dark skinned women and have the nerve to have a wolf pussy shadow on yo face bitch,HOF,460
"उतर क्यो नही जाते, कुर्सी ही तो है, ज/नाजा थोड़े ही है तुम्हारा।।  #ResignModi",HOF,461
एक्शन का समय है और धरना दिया जा रहा है।  #CruelMamata  #SaveBJPKaryakartas  #BengalBurning   @JPNadda  @OfficeofJPNadda  @AmitShah  @HMOIndia  @sambitswaraj  @KailashOnline  @SuvenduWB  @DilipGhoshBJP,NOT,462
"@geetv79 We donot hv a Prime minister or a Cabinet of ministers, we hv a bunch of dangerous criminals governing d country nd we, as a nation, sinking dying stifled. This disaster will continue nd inflate further unless d horrible incomptents r removed nd",HOF,463
"@JPNadda Nadda Ji, बाजार से चूड़िंयां खरीद लीजिये और अपने सभी @BJP4India  लीडर को पहना दीजिये और आप भी पहन लीजिये और तब धरना कीजिये  #BengalBurning #BengalViolence",HOF,464
"दिल्ली में बहुत से इलाक़ों में 18+ #CovidVaccine नहीं लग रही, दूर के सेंटर्स में available दिखती तो है जैसे ही बुक करने लगो तो सब Booked दिखाता है। #palam में कहीं भी #vaccine नहीं लग रही #IndiaFightsCoronaVirus #cowin #LargestVaccinationDrive #PMModi @ArvindKejriwal @msisodia https://t.co/669fssdH0p",NOT,465
"पाबंधियाँ दिल्ली में पाबंदियों को एक हफ्ते के लिए बढ़ाया हरयाणा, गोवा में 1 हफ्ते लॉकडाउन ओडिशा में 14 दिन का लॉकडाउन भोपाल में कोरोना कर्फ्यू 10 मई तक बंगाल में मॉल्स, पारलर्स, सिनेमा हॉल्स बंद दुकाने सिर्फ निर्धारित समय के लिए खुलेंगी  #COVID19 #CoronaPandemic #IndiaCovidCrisis",NOT,466
No farmers No food #500DaysOfAmaravatiProtests #FarmLaws_NextPandemic #ModiKaVaccineJumla #ModiResign https://t.co/qG5JIHmCEH #25सांसद_लापता_है,NOT,467
Happy pride month fellow LGBTQ+ folk! I drew some general Ranboo pride stuffs :D Remember that you’re awesome and valid as fuck &lt;3 #ranboofanart #ranbooart #ranboo https://t.co/UkBfPmFa6C,HOF,468
I deleted my previous tweet. The tone felt wrong and I wanted to address this better. I'm angry that we continue to fail to take meaningful action to protect vulnerable people's lives during a pandemic. They need sufficient #PaidSickDays and prioritized access to #COVIDVaccine.,NOT,469
@yomaingirl_ Shut yo ass up ðŸ˜­ whenever u come back u gotta match my energy pussy ðŸ¤£,HOF,470
"#ArrestMamata #ResignModi जो सरकार अपने लोगों की रक्षा नहीं कर सकती, उन्हें तड़पते देख जिसे कष्ट नहीं होता  माताओं बहनों की अस्मिता की रक्षा नहीं कर सकती, अत्याचारों पर मौन है, तमाशबीन है, वह पूर्ण बहुमत से आई BJP सरकार है  @narendramodi🙏🇮🇳🚩 @rashtrapatibhvn @KapilMishra_IND",NOT,471
यूपी: कानपुर  #योगी_झूठा_है  बोल रहा है सब चंगा सी फिर ये क्या है  #देखिए_वीडियो   #UPCongressHelpDesk #UPGovt   #ModiKaVaccineJumla https://t.co/HOeWnSHHLO,HOF,472
"My brother asked me for what I want from DQ, I told him what I wanted and this fucker got 2 XL's of it and made this to put it in... I love it https://t.co/RRo3SXPiQu",NOT,473
@_MotherOfTri Fuck my bd,HOF,474
इन सूअरों को आजादी चाहिए ना इन्हें सालों को आजाद ही कर दो इस देश से.... #SpinelessBJP #BengalBurning,HOF,475
